area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Built-up  Area,Ready To Move,Sarjapur,2.0,1195.0,2.0,1.0,42.0,3514.644351464435
Super built-up  Area,Ready To Move,Sarjapur,2.0,1240.0,2.0,1.0,44.0,3548.3870967741937
Plot  Area,Ready To Move,Sarjapur,3.0,1280.0,3.0,1.0,76.0,5937.5
Super built-up  Area,Ready To Move,Sarjapur,2.0,950.0,2.0,2.0,32.5,3421.0526315789475
Built-up  Area,Ready To Move,Sarjapur,3.0,1285.0,2.0,2.0,68.0,5291.828793774319
Super built-up  Area,Under Construction,Sarjapur,2.0,925.0,2.0,1.0,25.0,2702.7027027027025
Built-up  Area,Ready To Move,Sarjapur,2.0,1215.0,2.0,0.0,40.0,3292.181069958848
Plot  Area,Ready To Move,Sarjapur,3.0,1200.0,3.0,2.0,78.0,6500.0
Super built-up  Area,Ready To Move,Sarjapur,2.0,1000.0,2.0,2.0,30.0,3000.0
Super built-up  Area,Under Construction,Sarjapur,2.0,1157.0,2.0,1.0,40.0,3457.216940363008
Plot  Area,Under Construction,Sarjapur,3.0,2238.0,3.0,1.0,140.0,6255.585344057194
Super built-up  Area,Ready To Move,Sarjapur,3.0,2020.0,3.0,3.0,85.0,4207.920792079208
Super built-up  Area,Ready To Move,Sarjapur,2.0,1240.0,2.0,1.0,44.3,3572.5806451612902
Super built-up  Area,Under Construction,Sarjapur,1.0,625.0,1.0,1.0,19.0,3040.0
Super built-up  Area,Ready To Move,Sarjapur,2.0,940.0,2.0,1.0,25.38,2700.0
Built-up  Area,Ready To Move,Sarjapur,4.0,2100.0,3.0,1.0,125.0,5952.380952380952
Super built-up  Area,Ready To Move,Sarjapur,2.0,913.0,2.0,1.0,36.0,3943.044906900328
Super built-up  Area,Under Construction,Sarjapur,3.0,1404.0,2.0,0.0,53.35,3799.8575498575497
Built-up  Area,Under Construction,Sarjapur,3.0,1830.0,3.0,1.0,88.0,4808.743169398907
Super built-up  Area,Ready To Move,Sarjapur,3.0,1364.0,2.0,2.0,56.0,4105.571847507332
Super built-up  Area,Ready To Move,Sarjapur,2.0,1124.0,2.0,1.0,30.35,2700.1779359430607
Super built-up  Area,Ready To Move,Sarjapur,2.0,1044.0,2.0,2.0,32.0,3065.1340996168583
Super built-up  Area,Ready To Move,Sarjapur,1.0,650.0,1.0,2.0,19.87,3056.923076923077
Super built-up  Area,Ready To Move,Sarjapur,2.0,1175.0,2.0,2.0,42.0,3574.468085106383
Super built-up  Area,Ready To Move,Sarjapur,2.0,1240.0,2.0,2.0,43.1,3475.8064516129034
Super built-up  Area,Ready To Move,Sarjapur,2.0,1032.0,2.0,1.0,42.0,4069.767441860465
Super built-up  Area,Ready To Move,Sarjapur,2.0,1044.0,2.0,2.0,34.0,3256.704980842912
Plot  Area,Under Construction,Sarjapur,3.0,1200.0,3.0,2.0,76.13,6344.166666666667
Super built-up  Area,Ready To Move,Sarjapur,2.0,1200.0,2.0,2.0,62.0,5166.666666666667
Super built-up  Area,Under Construction,Sarjapur,2.0,900.0,2.0,2.0,27.98,3108.8888888888887
Super built-up  Area,Under Construction,Sarjapur,2.0,850.0,2.0,2.0,32.0,3764.705882352941
Super built-up  Area,Ready To Move,Sarjapur,2.0,1175.0,2.0,1.0,41.68,3547.234042553192
Super built-up  Area,Ready To Move,Sarjapur,2.0,920.0,2.0,2.0,33.0,3586.9565217391305
Super built-up  Area,Ready To Move,Sarjapur,2.0,1150.0,2.0,1.0,41.0,3565.217391304348
Super built-up  Area,Ready To Move,Sarjapur,2.0,1200.0,2.0,1.0,42.6,3550.0
Super built-up  Area,Ready To Move,Sarjapur,3.0,1333.0,3.0,1.0,50.0,3750.937734433609
Super built-up  Area,Ready To Move,Sarjapur,2.0,1044.0,2.0,2.0,36.0,3448.2758620689656
Built-up  Area,Ready To Move,Sarjapur,2.0,950.0,2.0,2.0,35.0,3684.2105263157896
Plot  Area,Ready To Move,Sarjapur,3.0,2172.0,3.0,0.0,100.0,4604.051565377532
Super built-up  Area,Ready To Move,Sarjapur,1.0,633.0,1.0,1.0,17.09,2699.8420221169035
Super built-up  Area,Under Construction,Sarjapur,2.0,1451.0,2.0,1.0,87.0,5995.864920744314
Plot  Area,Ready To Move,Sarjapur,4.0,2400.0,3.0,3.0,140.0,5833.333333333333
Super built-up  Area,Ready To Move,Sarjapur,3.0,1525.0,2.0,2.0,68.0,4459.016393442623
Super built-up  Area,Ready To Move,Sarjapur,2.0,1095.0,2.0,1.0,45.0,4109.58904109589
Built-up  Area,Ready To Move,Sarjapur,3.0,1425.0,3.0,2.0,57.0,4000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1787.0,3.0,2.0,125.0,6994.963626189144
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1000.0,2.0,1.0,67.0,6700.0
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,5500.0
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1195.0,2.0,1.0,70.0,5857.740585774059
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1550.0,3.0,3.0,100.0,6451.612903225807
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2100.0,3.0,2.0,125.0,5952.380952380952
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1691.0,3.0,2.0,113.0,6682.436428149024
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1278.0,2.0,2.0,95.0,7433.489827856025
Built-up  Area,Under Construction,Sarjapur  Road,3.0,2238.0,3.0,1.0,140.0,6255.585344057194
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1800.0,3.0,2.0,110.0,6111.111111111111
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1984.0,4.0,1.0,146.0,7358.870967741936
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1700.0,3.0,3.0,110.0,6470.588235294118
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1157.0,2.0,1.0,75.0,6482.281763180639
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1282.0,2.0,2.0,72.0,5616.224648985959
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1050.0,2.0,1.0,62.0,5904.761904761905
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1700.0,3.0,3.0,135.0,7941.176470588235
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1691.0,3.0,2.0,119.0,7037.25606150207
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1846.0,3.0,2.0,140.0,7583.965330444204
Plot  Area,Under Construction,Sarjapur  Road,3.0,1200.0,3.0,1.0,95.0,7916.666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1845.0,4.0,1.0,110.0,5962.059620596206
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1233.0,2.0,2.0,77.65,6297.6480129764805
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1680.0,3.0,1.0,112.0,6666.666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1255.0,2.0,1.0,92.0,7330.677290836654
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1311.0,2.0,1.0,78.0,5949.656750572082
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1145.0,2.0,2.0,75.0,6550.218340611354
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1476.0,2.0,2.0,98.94,6703.252032520325
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2180.0,3.0,2.0,170.0,7798.165137614679
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1750.0,3.0,2.0,110.0,6285.714285714285
Plot  Area,Under Construction,Sarjapur  Road,3.0,1200.0,3.0,2.0,70.0,5833.333333333333
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,685.0,1.0,1.0,40.0,5839.41605839416
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1241.0,2.0,1.0,82.0,6607.57453666398
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,835.0,1.0,1.0,46.95,5622.754491017964
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1280.0,2.0,1.0,76.0,5937.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1263.0,2.0,1.0,78.0,6175.771971496437
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1691.0,3.0,1.0,98.0,5795.38734476641
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1308.0,2.0,1.0,83.0,6345.565749235474
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1592.0,3.0,1.0,91.0,5716.08040201005
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1150.0,2.0,2.0,77.0,6695.652173913043
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1965.0,3.0,3.0,120.0,6106.8702290076335
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1418.0,2.0,2.0,78.0,5500.705218617772
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,1200.0,2.0,1.0,93.0,7750.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1525.0,2.0,2.0,87.0,5704.918032786885
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,715.0,1.0,2.0,29.0,4055.944055944056
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1230.0,2.0,3.0,94.5,7682.926829268293
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1750.0,3.0,3.0,99.0,5657.142857142857
Plot  Area,Ready To Move,Sarjapur  Road,3.0,1500.0,3.0,2.0,88.0,5866.666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1846.0,3.0,3.0,145.0,7854.821235102925
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1067.0,2.0,1.0,60.0,5623.242736644798
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1700.0,3.0,1.0,95.0,5588.235294117647
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1278.0,2.0,2.0,90.0,7042.2535211267605
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1305.0,2.0,1.0,99.0,7586.206896551724
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1755.0,3.0,2.0,122.0,6951.566951566952
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1455.0,2.0,1.0,98.0,6735.395189003437
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1850.0,3.0,3.0,140.0,7567.567567567567
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,950.0,1.0,0.0,39.9,4200.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1826.0,3.0,2.0,130.0,7119.386637458927
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1660.0,2.0,2.0,116.0,6987.951807228916
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1700.0,3.0,3.0,108.0,6352.941176470588
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1539.0,3.0,2.0,85.0,5523.066926575699
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1489.0,2.0,3.0,82.0,5507.051712558764
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,539.0,1.0,1.0,45.0,8348.794063079777
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1200.0,2.0,2.0,75.0,6250.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1877.0,4.0,2.0,150.0,7991.475759190197
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1229.0,2.0,2.0,70.0,5695.6875508543535
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1711.0,3.0,1.0,110.0,6428.988895382817
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1050.0,2.0,1.0,63.5,6047.619047619048
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1350.0,2.0,2.0,102.0,7555.555555555556
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1457.0,3.0,3.0,85.0,5833.905284831846
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1685.0,3.0,1.0,135.0,8011.86943620178
Plot  Area,Under Construction,Sarjapur  Road,3.0,1200.0,3.0,2.0,70.0,5833.333333333333
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,984.0,2.0,1.0,55.0,5589.430894308943
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1320.0,2.0,1.0,100.0,7575.757575757576
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1984.0,4.0,1.0,145.0,7308.467741935484
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1550.0,2.0,1.0,89.0,5741.935483870968
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2070.0,4.0,2.0,160.0,7729.468599033817
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1435.0,3.0,2.0,90.0,6271.777003484321
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1693.0,3.0,2.0,125.0,7383.343177790904
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1826.0,3.0,2.0,125.0,6845.564074479737
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1660.0,3.0,2.0,116.0,6987.951807228916
Built-up  Area,Under Construction,Sarjapur  Road,3.0,1830.0,3.0,1.0,119.0,6502.732240437159
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1059.0,2.0,2.0,68.0,6421.152030217186
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1157.0,2.0,1.0,74.0,6395.851339671564
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1700.0,3.0,1.0,118.0,6941.176470588235
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1691.0,3.0,3.0,120.0,7096.392667060911
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1308.0,2.0,1.0,75.0,5733.94495412844
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1580.0,3.0,3.0,125.0,7911.392405063291
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1763.25,3.0,3.0,98.0,5557.918616191691
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1550.0,2.0,2.0,98.0,6322.580645161291
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,984.0,2.0,1.0,59.0,5995.934959349594
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1489.0,3.0,2.0,88.0,5910.006715916723
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,702.0,1.0,1.0,52.0,7407.407407407408
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1242.0,2.0,1.0,75.0,6038.647342995169
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2100.0,3.0,1.0,135.0,6428.571428571428
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1862.0,4.0,1.0,110.0,5907.626208378088
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1314.0,2.0,2.0,110.0,8371.38508371385
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1787.0,3.0,2.0,116.0,6491.326245103525
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1181.0,2.0,1.0,65.0,5503.81033022862
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1691.0,3.0,2.0,100.0,5913.660555884092
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1026.0,2.0,1.0,60.55,5901.559454191033
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1350.0,2.0,1.0,85.0,6296.2962962962965
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1157.0,2.0,1.0,72.0,6222.990492653414
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1019.0,2.0,1.0,62.0,6084.396467124632
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,691.0,1.0,1.0,31.1,4500.723589001447
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1881.0,3.0,2.0,145.0,7708.665603402445
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1881.0,3.0,2.0,145.0,7708.665603402445
Built-up  Area,Ready To Move,Sarjapur  Road,1.0,675.0,1.0,1.0,27.0,4000.0
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1773.5,2.0,2.0,102.92,5803.213983648154
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,5500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1335.0,2.0,1.0,95.0,7116.104868913858
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1680.0,3.0,2.0,126.0,7500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1222.0,2.0,1.0,68.0,5564.648117839607
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1510.0,2.0,1.0,110.0,7284.76821192053
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1242.0,2.0,1.0,78.0,6280.193236714976
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1129.0,2.0,1.0,69.0,6111.603188662533
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1850.0,3.0,2.0,140.0,7567.567567567567
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1879.0,3.0,2.0,155.0,8249.068653539116
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1157.0,2.0,1.0,75.0,6482.281763180639
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1323.0,2.0,2.0,74.0,5593.348450491308
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2100.0,3.0,2.0,130.0,6190.476190476191
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,702.0,1.0,0.0,35.8,5099.715099715099
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1320.0,2.0,2.0,110.0,8333.333333333334
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1800.0,3.0,2.0,128.0,7111.111111111111
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1026.0,2.0,2.0,60.8,5925.925925925926
Built-up  Area,Under Construction,Sarjapur  Road,2.0,1216.0,2.0,2.0,70.0,5756.578947368421
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1112.0,2.0,1.0,62.0,5575.539568345324
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1157.0,2.0,1.0,69.0,5963.699222126188
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1026.0,2.0,1.0,60.8,5925.925925925926
Plot  Area,Ready To Move,Sarjapur  Road,3.0,1600.0,3.0,1.0,120.0,7500.0
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,5500.0
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,475.0,1.0,1.0,26.0,5473.684210526316
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1857.0,4.0,3.0,155.0,8346.795907377491
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2089.0,3.0,2.0,148.0,7084.729535662997
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1612.0,3.0,1.0,98.38,6102.977667493797
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1290.0,2.0,2.0,88.0,6821.705426356589
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1371.0,2.0,1.0,86.0,6272.793581327498
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2140.0,3.0,2.0,139.0,6495.327102803738
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1691.0,3.0,2.0,100.0,5913.660555884092
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,1367.0,2.0,0.0,80.0,5852.231163130944
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1984.0,4.0,1.0,148.0,7459.677419354839
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,5500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1340.0,2.0,2.0,75.0,5597.014925373134
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1132.0,2.0,1.0,70.0,6183.745583038869
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,1330.0,2.0,1.0,48.0,3609.0225563909776
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,1329.0,2.0,2.0,45.95,3457.486832204665
Super built-up  Area,Under Construction,Sarjapura - Attibele Road,2.0,829.0,2.0,1.0,22.8,2750.301568154403
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3.0,2400.0,3.0,3.0,85.0,3541.6666666666665
Super built-up  Area,Under Construction,Sarjapura - Attibele Road,2.0,1033.0,2.0,2.0,28.41,2750.242013552759
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,1676.0,3.0,3.0,52.0,3102.625298329356
Plot  Area,Under Construction,Sarjapura - Attibele Road,3.0,1800.0,3.0,2.0,90.0,5000.0
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,2.0,1308.0,2.0,2.0,37.0,2828.74617737003
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2.0,1073.0,2.0,2.0,31.77,2960.857409133271
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,1330.0,2.0,1.0,49.0,3684.2105263157896
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2.0,1090.0,2.0,1.0,37.0,3394.4954128440368
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2.0,1126.0,2.0,1.0,36.0,3197.158081705151
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1.0,740.0,1.0,1.0,23.65,3195.945945945946
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3.0,1555.0,3.0,3.0,52.0,3344.051446945338
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,1296.0,2.0,1.0,75.0,5787.037037037037
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1.0,794.0,1.0,1.0,60.0,7556.675062972292
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,1143.0,2.0,2.0,65.0,5686.789151356081
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3.0,1665.0,3.0,2.0,110.0,6606.606606606607
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3.0,1512.0,3.0,2.0,80.0,5291.005291005291
Built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,1332.0,2.0,2.0,101.0,7582.582582582582
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3.0,1600.0,3.0,2.0,90.0,5625.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,1231.0,2.0,3.0,66.0,5361.494719740049
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2.0,1163.0,2.0,2.0,98.86,8500.42992261393
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,145.0,8238.636363636364
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2.0,1163.0,2.0,1.0,98.86,8500.42992261393
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2.0,1342.0,2.0,2.0,115.0,8569.29955290611
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,160.0,9090.90909090909
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,142.0,8068.181818181818
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2.0,1162.0,2.0,2.0,98.77,8500.0
Super built-up  Area,Under Construction,Seegehalli,2.0,901.0,2.0,1.0,35.14,3900.110987791343
Plot  Area,Ready To Move,Seegehalli,2.0,800.0,1.0,0.0,50.0,6250.0
Super built-up  Area,Under Construction,Seegehalli,2.0,1118.0,2.0,2.0,37.5,3354.2039355992843
Plot  Area,Ready To Move,Seegehalli,3.0,1200.0,2.0,0.0,62.0,5166.666666666667
Plot  Area,Ready To Move,Seegehalli,2.0,1155.0,2.0,0.0,72.0,6233.766233766234
Super built-up  Area,Ready To Move,Seegehalli,3.0,1830.0,4.0,2.0,82.0,4480.87431693989
Super built-up  Area,Ready To Move,Seegehalli,2.0,1096.0,2.0,1.0,41.0,3740.875912408759
Super built-up  Area,Under Construction,Seegehalli,2.0,920.0,2.0,1.0,27.0,2934.782608695652
Super built-up  Area,Ready To Move,Seegehalli,3.0,1553.0,3.0,3.0,68.0,4378.62202189311
Super built-up  Area,Ready To Move,Seegehalli,3.0,1639.0,3.0,3.0,120.0,7321.537522879805
Super built-up  Area,Under Construction,Seegehalli,2.0,1134.0,2.0,2.0,45.0,3968.253968253968
Super built-up  Area,Ready To Move,Seegehalli,3.0,1683.0,3.0,3.0,80.0,4753.416518122401
Super built-up  Area,Ready To Move,Seegehalli,2.0,1176.0,2.0,2.0,50.0,4251.700680272109
Super built-up  Area,Ready To Move,Shampura,2.0,1200.0,2.0,3.0,53.0,4416.666666666667
Super built-up  Area,Ready To Move,Shampura,2.0,700.0,1.0,2.0,35.0,5000.0
Built-up  Area,Ready To Move,Shampura,3.0,1400.0,3.0,1.0,70.0,5000.0
Built-up  Area,Ready To Move,Shampura,3.0,1475.0,3.0,3.0,78.0,5288.135593220339
Super built-up  Area,Ready To Move,Shampura,3.0,1700.0,3.0,3.0,75.0,4411.764705882353
Built-up  Area,Ready To Move,Shivaji Nagar,2.0,850.0,2.0,2.0,55.0,6470.588235294118
Super built-up  Area,Ready To Move,Shivaji Nagar,2.0,1554.0,3.0,3.0,130.0,8365.508365508365
Super built-up  Area,Ready To Move,Shivaji Nagar,2.0,703.0,2.0,1.0,49.5,7041.251778093883
Super built-up  Area,Ready To Move,Shivaji Nagar,3.0,1460.0,2.0,1.0,90.0,6164.383561643836
Super built-up  Area,Ready To Move,Singasandra,2.0,1030.0,2.0,2.0,55.0,5339.805825242718
Super built-up  Area,Ready To Move,Singasandra,2.0,1100.0,2.0,1.0,52.0,4727.272727272727
Super built-up  Area,Ready To Move,Singasandra,2.0,1300.0,2.0,2.0,65.0,5000.0
Super built-up  Area,Ready To Move,Singasandra,2.0,1010.0,2.0,1.0,40.0,3960.3960396039606
Built-up  Area,Ready To Move,Singasandra,2.0,1375.0,2.0,3.0,58.0,4218.181818181818
Super built-up  Area,Ready To Move,Singasandra,2.0,1120.0,2.0,1.0,60.0,5357.142857142857
Super built-up  Area,Ready To Move,Singasandra,3.0,1510.0,3.0,2.0,75.0,4966.887417218543
Super built-up  Area,Ready To Move,Singasandra,2.0,1179.0,2.0,2.0,56.0,4749.787955894826
Super built-up  Area,Ready To Move,Singasandra,2.0,1416.0,2.0,2.0,67.0,4731.6384180790965
Super built-up  Area,Ready To Move,Singasandra,3.0,1476.0,2.0,1.0,73.0,4945.79945799458
Super built-up  Area,Ready To Move,Singasandra,2.0,1139.7,2.0,1.0,45.0,3948.407475651487
Super built-up  Area,Ready To Move,Singasandra,2.0,1465.0,2.0,3.0,60.0,4095.563139931741
Super built-up  Area,Ready To Move,Singasandra,3.0,1653.0,3.0,2.0,85.0,5142.165759225651
Built-up  Area,Ready To Move,Somasundara Palya,2.0,1255.0,2.0,2.0,67.0,5338.645418326693
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1448.0,2.0,2.0,68.0,4696.132596685083
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1178.0,2.0,3.0,73.0,6196.9439728353145
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1260.0,2.0,1.0,60.0,4761.9047619047615
Built-up  Area,Ready To Move,Somasundara Palya,2.0,1033.0,2.0,2.0,48.0,4646.660212971927
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1329.0,2.0,2.0,70.0,5267.11813393529
Built-up  Area,Ready To Move,Somasundara Palya,3.0,2372.0,3.0,2.0,140.0,5902.192242833053
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1185.0,2.0,3.0,70.0,5907.172995780591
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1200.0,2.0,2.0,75.0,6250.0
