area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Munnekollal,3.0,1800.0,3.0,3.0,65.0,0.03611111111111111
Super built-up  Area,Under Construction,1st Phase JP Nagar,3.0,2077.0,3.0,3.0,175.0,0.08425613866153106
Plot  Area,Ready To Move,Sarjapur  Road,4.0,2880.0,3.0,2.0,211.0,0.07326388888888889
Built-up  Area,Ready To Move,Other,6.0,499.0,5.0,0.0,89.0,0.17835671342685372
Super built-up  Area,Ready To Move,Dasanapura,2.0,708.0,2.0,1.0,31.15,0.043997175141242933
Super built-up  Area,Ready To Move,Basavangudi,2.0,1200.0,2.0,3.0,120.0,0.1
Built-up  Area,Ready To Move,Hosakerehalli,2.0,925.0,2.0,1.0,46.25,0.05
Built-up  Area,Under Construction,Bannerghatta Road,3.0,2826.0,3.0,1.0,148.0,0.052370842179759375
Carpet  Area,Under Construction,Kanakpura Road,1.0,458.0,1.0,0.0,33.66,0.07349344978165938
Built-up  Area,Ready To Move,Other,4.0,3500.0,4.0,0.0,150.0,0.04285714285714286
Plot  Area,Ready To Move,Other,4.0,5400.0,4.0,2.0,250.0,0.046296296296296294
Plot  Area,Ready To Move,Other,4.0,1000.0,5.0,2.0,200.0,0.2
Built-up  Area,Ready To Move,Amruthahalli,3.0,1450.0,2.0,1.0,90.0,0.06206896551724138
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1100.0,2.0,1.0,65.0,0.05909090909090909
Super built-up  Area,Ready To Move,Kadubeesanahalli,2.0,1185.0,2.0,3.0,55.0,0.046413502109704644
Built-up  Area,Ready To Move,9th Phase JP Nagar,4.0,1900.0,4.0,2.0,80.0,0.042105263157894736
Plot  Area,Ready To Move,TC Palaya,2.0,1200.0,2.0,1.0,70.0,0.058333333333333334
Super built-up  Area,Under Construction,Other,1.0,660.0,1.0,1.0,35.0,0.05303030303030303
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1920.0,4.0,2.0,121.0,0.06302083333333333
Plot  Area,Ready To Move,Jalahalli,2.0,1200.0,2.0,0.0,130.0,0.10833333333333334
Built-up  Area,Ready To Move,Sarjapur  Road,4.0,3418.0,2.0,2.0,222.0,0.0649502633118783
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4.0,4550.0,2.0,1.0,240.0,0.05274725274725275
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1205.0,2.0,1.0,68.32,0.056697095435684644
Super built-up  Area,Ready To Move,Haralur Road,2.0,1200.0,2.0,2.0,46.0,0.03833333333333333
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,1421.0,2.0,2.0,73.0,0.05137227304714989
Super built-up  Area,Under Construction,6th Phase JP Nagar,3.0,1250.0,3.0,3.0,48.9,0.03912
Super built-up  Area,Under Construction,Whitefield,1.0,524.0,1.0,1.0,29.0,0.05534351145038168
Built-up  Area,Ready To Move,HSR Layout,5.0,4200.0,5.0,2.0,245.0,0.058333333333333334
Super built-up  Area,Ready To Move,Thubarahalli,3.0,1540.0,3.0,2.0,90.0,0.05844155844155844
Super built-up  Area,Under Construction,Rachenahalli,2.0,985.0,2.0,1.0,50.17,0.05093401015228426
Built-up  Area,Under Construction,Whitefield,4.0,2830.0,4.0,3.0,161.0,0.0568904593639576
Super built-up  Area,Ready To Move,Other,2.0,1140.0,2.0,3.0,60.0,0.05263157894736842
Built-up  Area,Ready To Move,5th Block Hbr Layout,5.0,3600.0,5.0,3.0,130.0,0.03611111111111111
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1700.0,2.0,2.0,86.0,0.05058823529411765
Super built-up  Area,Under Construction,Devanahalli,2.0,1360.0,2.0,0.0,62.425,0.045900735294117645
Plot  Area,Ready To Move,Electronic City,4.0,1800.0,3.0,2.0,700.0,0.3888888888888889
Super built-up  Area,Under Construction,Dasarahalli,2.0,1333.0,2.0,1.0,86.65,0.06500375093773444
Super built-up  Area,Ready To Move,Electronic City,2.0,1258.0,2.0,1.0,85.5,0.0679650238473768
Super built-up  Area,Ready To Move,Other,3.0,1458.0,2.0,2.0,87.0,0.059670781893004114
Built-up  Area,Ready To Move,Electronic City,2.0,1386.0,2.0,1.0,85.0,0.06132756132756133
Built-up  Area,Under Construction,Electronic City Phase II,2.0,1140.0,2.0,1.0,32.92,0.02887719298245614
Built-up  Area,Ready To Move,Electronic City,1.0,550.0,1.0,1.0,27.0,0.04909090909090909
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2.0,1200.0,2.0,3.0,83.0,0.06916666666666667
Super built-up  Area,Ready To Move,Other,2.0,1081.0,2.0,1.0,39.0,0.036077705827937095
Super built-up  Area,Ready To Move,Whitefield,4.0,2135.0,3.0,2.0,149.0,0.06978922716627635
Built-up  Area,Under Construction,Whitefield,4.0,2500.0,4.0,0.0,100.0,0.04
Super built-up  Area,Ready To Move,Other,2.0,1178.0,2.0,1.0,80.0,0.06791171477079797
Super built-up  Area,Ready To Move,Devarachikkanahalli,2.0,991.0,2.0,2.0,40.0,0.04036326942482341
Super built-up  Area,Ready To Move,Gottigere,3.0,1493.0,2.0,3.0,90.0,0.06028131279303416
Super built-up  Area,Ready To Move,Subramanyapura,3.0,2495.0,3.0,3.0,130.0,0.052104208416833664
Super built-up  Area,Ready To Move,Kammasandra,2.0,1080.0,2.0,1.0,31.99,0.02962037037037037
Super built-up  Area,Ready To Move,Dasanapura,2.0,814.0,2.0,1.0,53.0,0.06511056511056511
Super built-up  Area,Ready To Move,Electronic City,2.0,1025.0,2.0,1.0,50.0,0.04878048780487805
Super built-up  Area,Ready To Move,Whitefield,4.0,3075.0,2.0,3.0,188.0,0.061138211382113825
Plot  Area,Ready To Move,Other,7.0,1900.0,3.0,0.0,162.0,0.08526315789473685
Super built-up  Area,Ready To Move,Whitefield,3.0,1760.0,3.0,2.0,160.0,0.09090909090909091
Super built-up  Area,Ready To Move,Other,7.0,4000.0,8.0,1.0,150.0,0.0375
Built-up  Area,Ready To Move,Marathahalli,4.0,3090.0,4.0,2.0,350.0,0.11326860841423948
Built-up  Area,Ready To Move,Other,4.0,2700.0,4.0,3.0,295.0,0.10925925925925926
Super built-up  Area,Ready To Move,Other,2.0,1175.0,2.0,2.0,52.86,0.04498723404255319
Super built-up  Area,Under Construction,Hebbal,4.0,4235.0,5.0,3.0,364.0,0.0859504132231405
Super built-up  Area,Ready To Move,KR Puram,2.0,1100.0,2.0,2.0,45.0,0.04090909090909091
Plot  Area,Ready To Move,Banashankari Stage VI,8.0,1200.0,7.0,1.0,175.0,0.14583333333333334
Super built-up  Area,Ready To Move,Banashankari,2.0,1450.0,2.0,2.0,50.75,0.035
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3.0,1810.0,3.0,3.0,131.0,0.07237569060773481
Super built-up  Area,Ready To Move,Other,3.0,1426.0,2.0,3.0,71.0,0.04978962131837307
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,2400.0,2.0,3.0,195.0,0.08125
Built-up  Area,Ready To Move,Kalyan nagar,2.0,1100.0,2.0,1.0,70.0,0.06363636363636363
Super built-up  Area,Ready To Move,Electronic City Phase II,1.0,650.0,1.0,1.0,35.0,0.05384615384615385
Super built-up  Area,Under Construction,Kaikondrahalli,2.0,900.0,2.0,1.0,27.0,0.03
Super built-up  Area,Ready To Move,Billekahalli,2.0,1360.0,2.0,3.0,110.0,0.08088235294117647
Super built-up  Area,Ready To Move,Yeshwanthpur,1.0,674.0,1.0,1.0,36.85,0.05467359050445104
Super built-up  Area,Under Construction,Whitefield,3.0,1655.0,3.0,2.0,110.0,0.06646525679758308
Plot  Area,Ready To Move,Other,2.0,1300.0,2.0,2.0,95.0,0.07307692307692308
Built-up  Area,Under Construction,Other,1.0,936.0,1.0,0.0,53.0,0.056623931623931624
Super built-up  Area,Ready To Move,Other,2.0,1277.0,2.0,2.0,92.0,0.07204385277995301
Super built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,54.0,0.045
Super built-up  Area,Ready To Move,Hormavu,2.0,1015.0,2.0,1.0,39.08,0.03850246305418719
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,60.0,0.05203816131830009
Super built-up  Area,Ready To Move,Kengeri,2.0,1035.0,2.0,1.0,51.5,0.049758454106280194
Built-up  Area,Ready To Move,KR Puram,5.0,3300.0,3.0,1.0,255.0,0.07727272727272727
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1150.0,2.0,1.0,46.0,0.04
Super built-up  Area,Ready To Move,Malleshwaram,2.0,1020.0,2.0,1.0,80.0,0.0784313725490196
Super built-up  Area,Under Construction,Old Madras Road,4.0,3715.0,6.0,0.0,212.5,0.05720053835800808
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2.0,1160.0,2.0,1.0,95.0,0.08189655172413793
Built-up  Area,Ready To Move,Brookefield,2.0,1225.0,2.0,2.0,72.0,0.05877551020408163
Plot  Area,Ready To Move,Benson Town,4.0,5000.0,5.0,3.0,950.0,0.19
Plot  Area,Ready To Move,Other,2.0,1600.0,2.0,1.0,160.0,0.1
Plot  Area,Ready To Move,Malleshwaram,2.0,600.0,1.0,0.0,90.0,0.15
Built-up  Area,Ready To Move,Other,3.0,1350.0,3.0,2.0,60.0,0.044444444444444446
Super built-up  Area,Under Construction,Kanakpura Road,3.0,1300.0,3.0,1.0,69.0,0.05307692307692308
Super built-up  Area,Under Construction,Channasandra,2.0,830.0,2.0,1.0,36.28,0.04371084337349398
Super built-up  Area,Ready To Move,Hennur Road,2.0,1155.0,2.0,1.0,69.18,0.0598961038961039
Super built-up  Area,Ready To Move,Sarakki Nagar,4.0,3126.0,5.0,3.0,345.0,0.11036468330134357
Super built-up  Area,Ready To Move,Jalahalli,2.0,905.0,2.0,2.0,55.0,0.06077348066298342
Super built-up  Area,Ready To Move,Vijayanagar,3.0,1375.0,2.0,0.0,75.0,0.05454545454545454
Plot  Area,Under Construction,Other,3.0,1575.0,2.0,2.0,31.11,0.019752380952380952
Super built-up  Area,Under Construction,Electronic City,2.0,1140.0,2.0,2.0,33.84,0.029684210526315792
Super built-up  Area,Ready To Move,Hormavu,3.0,1550.0,2.0,2.0,60.0,0.03870967741935484
Super built-up  Area,Ready To Move,Kannamangala,2.0,957.0,2.0,1.0,55.0,0.05747126436781609
Built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,890.0,2.0,2.0,45.0,0.05056179775280899
Super built-up  Area,Ready To Move,KR Puram,4.0,3000.0,4.0,2.0,235.0,0.07833333333333334
Plot  Area,Ready To Move,Other,5.0,2400.0,5.0,1.0,150.0,0.0625
Plot  Area,Ready To Move,Other,4.0,2400.0,4.0,2.0,595.0,0.24791666666666667
Super built-up  Area,Ready To Move,Rachenahalli,2.0,925.0,2.0,1.0,37.0,0.04
Built-up  Area,Ready To Move,Kammasandra,2.0,1415.0,2.0,2.0,60.0,0.04240282685512368
Plot  Area,Ready To Move,Other,1.0,500.0,2.0,0.0,80.0,0.16
Super built-up  Area,Ready To Move,Thanisandra,2.0,1225.0,2.0,1.0,37.0,0.030204081632653063
Built-up  Area,Ready To Move,Hennur Road,4.0,2000.0,4.0,0.0,90.0,0.045
Super built-up  Area,Under Construction,Whitefield,1.0,840.0,1.0,1.0,57.0,0.06785714285714285
Plot  Area,Ready To Move,Banashankari Stage III,9.0,1560.0,9.0,2.0,200.0,0.1282051282051282
Super built-up  Area,Under Construction,Thanisandra,3.0,1732.0,3.0,1.0,112.0,0.06466512702078522
Plot  Area,Ready To Move,Other,1.0,1200.0,1.0,0.0,45.0,0.0375
Super built-up  Area,Ready To Move,Bhoganhalli,2.0,1260.0,2.0,1.0,69.9,0.05547619047619048
Super built-up  Area,Ready To Move,Other,2.0,1092.0,2.0,1.0,49.0,0.04487179487179487
Super built-up  Area,Ready To Move,Other,2.0,827.0,2.0,0.0,34.0,0.041112454655380895
Super built-up  Area,Ready To Move,Chamrajpet,2.0,650.0,1.0,1.0,40.0,0.06153846153846154
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1370.0,2.0,1.0,54.79,0.03999270072992701
Super built-up  Area,Ready To Move,Whitefield,3.0,1725.0,3.0,2.0,106.0,0.06144927536231884
Built-up  Area,Ready To Move,Jalahalli,2.0,1000.0,2.0,0.0,70.0,0.07
Plot  Area,Ready To Move,TC Palaya,1.0,1350.0,1.0,0.0,55.0,0.040740740740740744
Plot  Area,Ready To Move,7th Phase JP Nagar,4.0,3200.0,4.0,2.0,350.0,0.109375
Super built-up  Area,Ready To Move,Bellandur,3.0,1717.0,3.0,2.0,110.0,0.064065230052417
Super built-up  Area,Under Construction,Kanakpura Road,2.0,700.0,2.0,1.0,34.0,0.04857142857142857
Super built-up  Area,Ready To Move,Other,2.0,800.0,2.0,1.0,32.0,0.04
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2367.0,4.0,3.0,340.0,0.1436417405999155
Super built-up  Area,Ready To Move,Sonnenahalli,3.0,1415.0,2.0,1.0,65.0,0.045936395759717315
Super built-up  Area,Under Construction,7th Phase JP Nagar,3.0,1976.0,3.0,1.0,145.0,0.07338056680161943
Super built-up  Area,Ready To Move,Kambipura,2.0,883.0,2.0,1.0,37.01,0.04191392978482446
Super built-up  Area,Ready To Move,Yelahanka,1.0,700.0,1.0,1.0,38.0,0.054285714285714284
Super built-up  Area,Ready To Move,Sarjapur,3.0,1445.0,3.0,1.0,50.0,0.03460207612456748
Super built-up  Area,Under Construction,Battarahalli,3.0,2082.0,3.0,2.0,104.0,0.049951969260326606
Super built-up  Area,Ready To Move,Thanisandra,2.0,933.0,2.0,1.0,66.0,0.0707395498392283
Plot  Area,Ready To Move,NRI Layout,4.0,800.0,5.0,1.0,95.5,0.119375
Built-up  Area,Ready To Move,Electronic City Phase II,2.0,1155.0,2.0,1.0,57.0,0.04935064935064935
Super built-up  Area,Ready To Move,Bannerghatta,2.0,1200.0,2.0,2.0,73.2,0.061000000000000006
Super built-up  Area,Ready To Move,Other,2.0,1055.0,2.0,1.0,43.0,0.04075829383886256
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,1555.0,3.0,2.0,125.0,0.08038585209003216
Super built-up  Area,Ready To Move,Bellandur,3.0,1420.0,3.0,2.0,62.0,0.04366197183098591
Super built-up  Area,Under Construction,Other,3.0,2214.0,3.0,2.0,350.0,0.15808491418247517
Super built-up  Area,Under Construction,Devanahalli,1.0,658.0,1.0,1.0,26.91,0.04089665653495441
Carpet  Area,Under Construction,Bhoganhalli,2.0,896.9,2.0,1.0,78.74,0.08779128107927305
Plot  Area,Ready To Move,Giri Nagar,4.0,4000.0,3.0,2.0,750.0,0.1875
Built-up  Area,Ready To Move,KR Puram,2.0,1035.0,2.0,2.0,40.0,0.03864734299516908
Plot  Area,Ready To Move,Whitefield,4.0,2064.0,5.0,2.0,225.0,0.10901162790697674
Super built-up  Area,Ready To Move,Other,3.0,1839.0,3.0,3.0,160.0,0.08700380641653073
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,488.0,1.0,1.0,20.0,0.040983606557377046
Built-up  Area,Ready To Move,Banashankari Stage II,3.0,1200.0,2.0,1.0,198.0,0.165
Built-up  Area,Ready To Move,Other,5.0,2760.0,5.0,2.0,140.0,0.050724637681159424
Super built-up  Area,Ready To Move,Other,2.0,993.0,2.0,2.0,42.0,0.04229607250755287
Super built-up  Area,Ready To Move,Hoodi,2.0,1225.0,2.0,1.0,45.0,0.036734693877551024
Plot  Area,Under Construction,Electronic City,9.0,1200.0,13.0,2.0,150.0,0.125
Built-up  Area,Ready To Move,Sompura,2.0,825.0,2.0,1.0,32.0,0.03878787878787879
Super built-up  Area,Ready To Move,Bellandur,4.0,3596.0,4.0,2.0,359.0,0.09983314794215796
Plot  Area,Ready To Move,Other,6.0,1350.0,4.0,1.0,203.0,0.15037037037037038
Super built-up  Area,Ready To Move,Electronic City Phase II,3.0,1800.0,3.0,3.0,92.0,0.051111111111111114
Super built-up  Area,Ready To Move,Other,2.0,925.0,2.0,1.0,100.0,0.10810810810810811
Super built-up  Area,Under Construction,Kanakpura Road,2.0,1167.0,2.0,1.0,63.0,0.05398457583547558
Super built-up  Area,Ready To Move,Sarjapur,2.0,1150.0,2.0,1.0,41.0,0.035652173913043476
Super built-up  Area,Under Construction,Other,1.0,650.0,1.0,1.0,50.0,0.07692307692307693
Built-up  Area,Ready To Move,Sarjapur  Road,1.0,675.0,1.0,1.0,27.0,0.04
Plot  Area,Ready To Move,Other,2.0,2260.0,3.0,1.0,90.0,0.03982300884955752
Super built-up  Area,Under Construction,Other,1.0,720.0,1.0,0.0,32.39,0.04498611111111111
Plot  Area,Ready To Move,Whitefield,3.0,4800.0,4.0,2.0,600.0,0.125
Super built-up  Area,Ready To Move,Yelahanka New Town,2.0,1100.0,2.0,1.0,58.0,0.05272727272727273
Super built-up  Area,Ready To Move,Other,2.0,550.0,1.0,1.0,20.0,0.03636363636363636
Super built-up  Area,Ready To Move,Uttarahalli,3.0,1330.0,2.0,1.0,58.0,0.04360902255639098
Super built-up  Area,Ready To Move,Ulsoor,3.0,1685.0,4.0,2.0,185.0,0.10979228486646884
Super built-up  Area,Ready To Move,Other,6.0,2400.0,5.0,2.0,75.0,0.03125
Super built-up  Area,Under Construction,Banashankari,3.0,1770.0,3.0,3.0,108.0,0.061016949152542375
Super built-up  Area,Ready To Move,Prithvi Layout,3.0,2100.0,3.0,3.0,125.0,0.05952380952380952
Super built-up  Area,Ready To Move,Pai Layout,2.0,1000.0,2.0,3.0,42.0,0.042
Plot  Area,Ready To Move,Banashankari Stage VI,4.0,600.0,5.0,1.0,105.0,0.175
Plot  Area,Ready To Move,Ramamurthy Nagar,4.0,2916.0,5.0,1.0,230.0,0.07887517146776406
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1419.59,2.0,1.0,65.0,0.045787868328179264
Super built-up  Area,Ready To Move,Kodihalli,3.0,1400.0,3.0,2.0,81.0,0.05785714285714286
Built-up  Area,Ready To Move,Horamavu Agara,2.0,750.0,2.0,1.0,37.49,0.04998666666666667
Super built-up  Area,Ready To Move,Bannerghatta,2.0,1070.0,2.0,1.0,87.0,0.08130841121495327
Super built-up  Area,Under Construction,Kannamangala,3.0,1536.0,3.0,1.0,107.0,0.06966145833333333
Built-up  Area,Ready To Move,Koramangala,3.0,1710.0,3.0,2.0,210.0,0.12280701754385964
Carpet  Area,Ready To Move,JP Nagar,3.0,2400.0,3.0,3.0,196.0,0.08166666666666667
Super built-up  Area,Under Construction,Sarjapur  Road,3.0,1773.5,2.0,2.0,102.92,0.05803213983648153
Super built-up  Area,Under Construction,Electronic City,2.0,1342.0,2.0,1.0,72.0,0.05365126676602087
Super built-up  Area,Ready To Move,Other,3.0,1600.0,3.0,2.0,130.0,0.08125
Super built-up  Area,Under Construction,Kanakapura,1.0,938.0,1.0,1.0,50.0,0.053304904051172705
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,99.0,0.0543956043956044
Super built-up  Area,Ready To Move,Bhoganhalli,4.0,2439.0,4.0,3.0,170.0,0.06970069700697007
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1665.0,3.0,2.0,78.0,0.04684684684684685
Super built-up  Area,Ready To Move,Basavangudi,3.0,1850.0,3.0,2.0,150.0,0.08108108108108109
Built-up  Area,Ready To Move,Bommanahalli,2.0,1091.0,2.0,1.0,40.0,0.03666361136571952
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,0.055
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,1720.0,3.0,2.0,224.0,0.13023255813953488
Built-up  Area,Ready To Move,Brookefield,4.0,3675.0,4.0,3.0,176.0,0.04789115646258504
Super built-up  Area,Under Construction,JP Nagar,2.0,1060.0,2.0,2.0,33.95,0.032028301886792454
Built-up  Area,Under Construction,Whitefield,2.0,1059.0,2.0,1.0,57.0,0.053824362606232294
Super built-up  Area,Ready To Move,Hebbal,2.0,1299.0,2.0,1.0,97.0,0.07467282525019246
Super built-up  Area,Ready To Move,Yelahanka,3.0,1491.0,3.0,2.0,85.0,0.05700871898054997
Built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,1200.0,2.0,2.0,85.0,0.07083333333333333
Built-up  Area,Ready To Move,Yelahanka,4.0,2088.0,5.0,0.0,110.0,0.05268199233716475
Super built-up  Area,Ready To Move,Hulimavu,1.0,581.0,1.0,1.0,29.0,0.04991394148020654
Super built-up  Area,Ready To Move,Other,2.0,1296.0,2.0,2.0,70.0,0.05401234567901234
Super built-up  Area,Ready To Move,Other,2.0,1125.0,2.0,1.0,55.0,0.04888888888888889
Built-up  Area,Ready To Move,Electronic City,3.0,1275.0,3.0,1.0,70.0,0.054901960784313725
Super built-up  Area,Ready To Move,Kothanur,2.0,1095.0,2.0,2.0,55.0,0.0502283105022831
Plot  Area,Ready To Move,Sarjapur  Road,5.0,10000.0,4.0,2.0,975.0,0.0975
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1330.0,2.0,2.0,74.0,0.055639097744360905
Super built-up  Area,Ready To Move,Marathahalli,2.0,1135.0,2.0,2.0,60.0,0.05286343612334802
Super built-up  Area,Ready To Move,Whitefield,1.0,516.0,1.0,1.0,39.0,0.0755813953488372
Super built-up  Area,Ready To Move,Other,2.0,1194.0,2.0,1.0,51.0,0.04271356783919598
Plot  Area,Ready To Move,Banaswadi,5.0,2250.0,5.0,2.0,240.0,0.10666666666666667
Super built-up  Area,Ready To Move,Electronic City,2.0,770.0,1.0,1.0,38.0,0.04935064935064935
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,3930.0,5.0,2.0,330.0,0.08396946564885496
Super built-up  Area,Under Construction,Chikkalasandra,3.0,1355.0,3.0,2.0,54.2,0.04
Built-up  Area,Ready To Move,Abbigere,8.0,3000.0,8.0,0.0,150.0,0.05
Built-up  Area,Ready To Move,Harlur,4.0,2569.0,4.0,1.0,175.0,0.0681198910081744
Built-up  Area,Ready To Move,Hebbal,4.0,3758.0,4.0,2.0,450.0,0.11974454497072912
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1707.0,3.0,2.0,115.0,0.06736965436438196
Plot  Area,Under Construction,Other,5.0,1200.0,5.0,1.0,225.0,0.1875
Super built-up  Area,Ready To Move,Sultan Palaya,2.0,1070.0,2.0,2.0,49.0,0.04579439252336449
Built-up  Area,Ready To Move,Whitefield,4.0,6000.0,4.0,2.0,410.0,0.06833333333333333
Super built-up  Area,Under Construction,Tumkur Road,3.0,1240.0,2.0,1.0,83.0,0.06693548387096775
Super built-up  Area,Under Construction,JP Nagar,2.0,1300.0,2.0,1.0,91.65,0.07050000000000001
Super built-up  Area,Ready To Move,Ambalipura,2.0,1700.0,2.0,2.0,76.0,0.04470588235294118
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,1383.0,2.0,2.0,76.18,0.05508315256688359
Built-up  Area,Ready To Move,Other,5.0,3000.0,4.0,3.0,170.0,0.056666666666666664
Super built-up  Area,Ready To Move,Hulimavu,2.0,935.0,2.0,3.0,45.0,0.0481283422459893
Super built-up  Area,Ready To Move,Thigalarapalya,3.0,2072.0,4.0,2.0,151.0,0.07287644787644787
Built-up  Area,Ready To Move,Other,4.0,2200.0,3.0,1.0,225.0,0.10227272727272728
Super built-up  Area,Ready To Move,KR Puram,2.0,1116.0,2.0,1.0,45.0,0.04032258064516129
Super built-up  Area,Under Construction,Whitefield,3.0,1639.0,3.0,2.0,107.0,0.0652837095790116
Super built-up  Area,Ready To Move,Marathahalli,3.0,1839.0,3.0,2.0,130.0,0.07069059271343121
Super built-up  Area,Ready To Move,Other,2.0,1300.0,2.0,2.0,63.0,0.04846153846153846
Super built-up  Area,Ready To Move,Horamavu Agara,1.0,625.0,1.0,1.0,27.0,0.0432
Super built-up  Area,Under Construction,Thanisandra,1.0,933.0,1.0,1.0,61.0,0.06538049303322616
Super built-up  Area,Ready To Move,Hosur Road,3.0,2289.0,3.0,3.0,180.0,0.07863695937090433
Built-up  Area,Ready To Move,Ramamurthy Nagar,3.0,2316.0,3.0,0.0,125.0,0.05397236614853195
Super built-up  Area,Under Construction,Electronic City,2.0,1005.0,2.0,1.0,39.77,0.03957213930348259
Built-up  Area,Ready To Move,Horamavu Agara,2.0,1080.0,2.0,1.0,38.0,0.03518518518518519
Plot  Area,Ready To Move,Munnekollal,7.0,1200.0,5.0,3.0,185.0,0.15416666666666667
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,910.0,2.0,3.0,36.0,0.03956043956043956
Plot  Area,Ready To Move,Hormavu,2.0,1200.0,2.0,0.0,73.0,0.060833333333333336
Super built-up  Area,Ready To Move,Electronic City,2.0,1110.0,2.0,1.0,39.9,0.03594594594594595
Super built-up  Area,Ready To Move,Kothanur,2.0,1142.0,2.0,2.0,56.0,0.04903677758318739
Carpet  Area,Ready To Move,2nd Stage Nagarbhavi,5.0,4000.0,4.0,3.0,240.0,0.06
Plot  Area,Under Construction,Hormavu,3.0,1800.0,3.0,1.0,204.0,0.11333333333333333
Super built-up  Area,Ready To Move,AECS Layout,2.0,1005.0,2.0,1.0,55.0,0.05472636815920398
Built-up  Area,Under Construction,Other,3.0,1626.6,3.0,1.0,133.0,0.08176564613303824
Super built-up  Area,Ready To Move,Kothanur,2.0,1074.0,2.0,2.0,54.0,0.05027932960893855
Carpet  Area,Ready To Move,Basavangudi,2.0,1230.0,2.0,0.0,80.0,0.06504065040650407
Super built-up  Area,Ready To Move,Electronic City,2.0,660.0,1.0,1.0,23.0,0.03484848484848485
Built-up  Area,Ready To Move,Other,2.0,1007.0,2.0,2.0,48.0,0.047666335650446874
Plot  Area,Ready To Move,Other,4.0,1050.0,6.0,1.0,74.0,0.07047619047619047
Built-up  Area,Under Construction,Whitefield,3.0,1820.0,3.0,2.0,113.0,0.06208791208791209
Plot  Area,Ready To Move,Other,2.0,1348.0,2.0,0.0,100.0,0.07418397626112759
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1230.0,2.0,2.0,66.25,0.05386178861788618
Super built-up  Area,Under Construction,Horamavu Agara,3.0,1176.0,2.0,1.0,37.62,0.03198979591836734
Built-up  Area,Ready To Move,Frazer Town,2.0,1200.0,2.0,1.0,78.0,0.065
Built-up  Area,Under Construction,Other,2.0,1298.0,2.0,1.0,65.0,0.05007704160246533
Plot  Area,Ready To Move,Other,4.0,1350.0,4.0,0.0,175.0,0.12962962962962962
Plot  Area,Ready To Move,Other,5.0,1200.0,5.0,2.0,138.0,0.115
Super built-up  Area,Ready To Move,Kothanur,2.0,1285.0,2.0,1.0,60.0,0.04669260700389105
Super built-up  Area,Under Construction,Electronic City,3.0,1644.0,3.0,2.0,92.59,0.05631995133819952
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1819.0,3.0,1.0,150.0,0.08246289169873557
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2.0,1205.0,2.0,1.0,85.0,0.07053941908713693
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1270.0,2.0,2.0,62.0,0.048818897637795275
Super built-up  Area,Under Construction,9th Phase JP Nagar,3.0,1240.0,2.0,2.0,39.89,0.032169354838709675
Super built-up  Area,Ready To Move,Jigani,3.0,1221.0,3.0,3.0,70.0,0.05733005733005733
Built-up  Area,Ready To Move,Other,3.0,840.0,2.0,2.0,35.0,0.041666666666666664
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1339.0,2.0,2.0,63.0,0.04705003734129948
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,4303.0,5.0,2.0,300.0,0.06971880083662561
Super built-up  Area,Ready To Move,Haralur Road,2.0,1315.0,2.0,1.0,85.0,0.06463878326996197
